Method	Dataset	Metric	Value	Set
NPTransfer bl.	Filoviridae	Balanced accuracy	0.897999730603448	NoLeakage
NPTransfer bl.	Filoviridae	Accuracy	0.940350877192982	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	AUC	0.59328752914112	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	F1	0.42911877394636	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	MCC	0.208733447042548	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	PPV	0.647398843930636	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	NPV	0.6013456686291	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	Sensitivity	0.320916905444126	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	Specificity	0.854241338112306	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	Balanced accuracy	0.587579121778216	NoLeakage
NPTransfer bl.	Human Gammaherpesvirus 4	Accuracy	0.611726384364821	NoLeakage
NPTransfer bl.	Influenza A	AUC	0.631682577008856	NoLeakage
NPTransfer bl.	Influenza A	F1	0.814262023217247	NoLeakage
NPTransfer bl.	Influenza A	MCC	0.099241625856968	NoLeakage
NPTransfer bl.	Influenza A	PPV	0.768388106416275	NoLeakage
NPTransfer bl.	Influenza A	NPV	0.35042735042735	NoLeakage
NPTransfer bl.	Influenza A	Sensitivity	0.865961199294533	NoLeakage
NPTransfer bl.	Influenza A	Specificity	0.216931216931217	NoLeakage
NPTransfer bl.	Influenza A	Balanced accuracy	0.541446208112875	NoLeakage
NPTransfer bl.	Influenza A	Accuracy	0.703703703703704	NoLeakage
NPTransfer bl.	Measles morbilivirus	AUC	0.633547794117647	NoLeakage
NPTransfer bl.	Measles morbilivirus	F1	0.658385093167702	NoLeakage
NPTransfer bl.	Measles morbilivirus	MCC	0.194331969249576	NoLeakage
NPTransfer bl.	Measles morbilivirus	PPV	0.507987220447284	NoLeakage
NPTransfer bl.	Measles morbilivirus	NPV	0.775510204081633	NoLeakage
NPTransfer bl.	Measles morbilivirus	Sensitivity	0.935294117647059	NoLeakage
NPTransfer bl.	Measles morbilivirus	Specificity	0.197916666666667	NoLeakage
NPTransfer bl.	Measles morbilivirus	Balanced accuracy	0.566605392156863	NoLeakage
NPTransfer bl.	Measles morbilivirus	Accuracy	0.544198895027624	NoLeakage
NPTransfer bl.	Mononegavirales	AUC	0.739081877652562	NoLeakage
NPTransfer bl.	Mononegavirales	F1	0.547028274668205	NoLeakage
NPTransfer bl.	Mononegavirales	MCC	0.208712700843372	NoLeakage
NPTransfer bl.	Mononegavirales	PPV	0.38474025974026	NoLeakage
NPTransfer bl.	Mononegavirales	NPV	0.885106382978723	NoLeakage
NPTransfer bl.	Mononegavirales	Sensitivity	0.946107784431138	NoLeakage
NPTransfer bl.	Mononegavirales	Specificity	0.215320910973085	NoLeakage
NPTransfer bl.	Mononegavirales	Balanced accuracy	0.580714347702111	NoLeakage
NPTransfer bl.	Mononegavirales	Accuracy	0.464894342194956	NoLeakage
NPTransfer bl.	O. volvulus	AUC	0.635519425161369	NoLeakage
NPTransfer bl.	O. volvulus	F1	0.347249834327369	NoLeakage
NPTransfer bl.	O. volvulus	MCC	0.210153153809439	NoLeakage
NPTransfer bl.	O. volvulus	PPV	0.227430555555556	NoLeakage
NPTransfer bl.	O. volvulus	NPV	0.922701383238405	NoLeakage
NPTransfer bl.	O. volvulus	Sensitivity	0.733893557422969	NoLeakage
NPTransfer bl.	O. volvulus	Specificity	0.560276679841897	NoLeakage
NPTransfer bl.	O. volvulus	Balanced accuracy	0.647085118632433	NoLeakage
NPTransfer bl.	O. volvulus	Accuracy	0.586308273834523	NoLeakage
NPTransfer bl.	B. pertussis	AUC	0.588340008900757	NoLeakage
NPTransfer bl.	B. pertussis	F1	0.8359375	NoLeakage
NPTransfer bl.	B. pertussis	MCC	0	NoLeakage
NPTransfer bl.	B. pertussis	PPV	0.718120805369127	NoLeakage
NPTransfer bl.	B. pertussis	NPV	0	NoLeakage
NPTransfer bl.	B. pertussis	Sensitivity	1	NoLeakage
NPTransfer bl.	B. pertussis	Specificity	0	NoLeakage
NPTransfer bl.	B. pertussis	Balanced accuracy	0.5	NoLeakage
NPTransfer bl.	B. pertussis	Accuracy	0.718120805369127	NoLeakage
NPTransfer bl.	Corynebacterium	AUC	0.55	NoLeakage
NPTransfer bl.	Corynebacterium	F1	0.642857142857143	NoLeakage
NPTransfer bl.	Corynebacterium	MCC	0	NoLeakage
NPTransfer bl.	Corynebacterium	PPV	0.473684210526316	NoLeakage
NPTransfer bl.	Corynebacterium	NPV	0	NoLeakage
NPTransfer bl.	Corynebacterium	Sensitivity	1	NoLeakage
NPTransfer bl.	Corynebacterium	Specificity	0	NoLeakage
NPTransfer bl.	Corynebacterium	Balanced accuracy	0.5	NoLeakage
NPTransfer bl.	Corynebacterium	Accuracy	0.473684210526316	NoLeakage
NPTransfer bl.	E. coli	AUC	0.830400338655056	NoLeakage
NPTransfer bl.	E. coli	F1	0.874285714285714	NoLeakage
NPTransfer bl.	E. coli	MCC	0.349229268676267	NoLeakage
NPTransfer bl.	E. coli	PPV	0.788659793814433	NoLeakage
NPTransfer bl.	E. coli	NPV	0.8	NoLeakage
NPTransfer bl.	E. coli	Sensitivity	0.980769230769231	NoLeakage
NPTransfer bl.	E. coli	Specificity	0.226415094339623	NoLeakage
NPTransfer bl.	E. coli	Balanced accuracy	0.603592162554427	NoLeakage
NPTransfer bl.	E. coli	Accuracy	0.789473684210526	NoLeakage
NPTransfer bl.	Enterobacteriaceae	AUC	0.728238713637921	NoLeakage
NPTransfer bl.	Enterobacteriaceae	F1	0.61941251596424	NoLeakage
NPTransfer bl.	Enterobacteriaceae	MCC	-0.11276508519086	NoLeakage
NPTransfer bl.	Enterobacteriaceae	PPV	0.459715639810427	NoLeakage
NPTransfer bl.	Enterobacteriaceae	NPV	0.212121212121212	NoLeakage
NPTransfer bl.	Enterobacteriaceae	Sensitivity	0.949119373776908	NoLeakage
NPTransfer bl.	Enterobacteriaceae	Specificity	0.0121317157712305	NoLeakage
NPTransfer bl.	Enterobacteriaceae	Balanced accuracy	0.480625544774069	NoLeakage
NPTransfer bl.	Enterobacteriaceae	Accuracy	0.452205882352941	NoLeakage
NPTransfer bl.	Lentivirus	AUC	0.647683397683398	NoLeakage
NPTransfer bl.	Lentivirus	F1	0.847058823529412	NoLeakage
NPTransfer bl.	Lentivirus	MCC	0.468851732528178	NoLeakage
NPTransfer bl.	Lentivirus	PPV	0.75	NoLeakage
NPTransfer bl.	Lentivirus	NPV	0.878787878787879	NoLeakage
NPTransfer bl.	Lentivirus	Sensitivity	0.972972972972973	NoLeakage
NPTransfer bl.	Lentivirus	Specificity	0.376623376623377	NoLeakage
NPTransfer bl.	Lentivirus	Balanced accuracy	0.674798174798175	NoLeakage
NPTransfer bl.	Lentivirus	Accuracy	0.768888888888889	NoLeakage
NPTransfer bl.	M. tuberculosis	AUC	0.559649714437102	NoLeakage
NPTransfer bl.	M. tuberculosis	F1	0.57760663507109	NoLeakage
NPTransfer bl.	M. tuberculosis	MCC	-0.0556824775315637	NoLeakage
NPTransfer bl.	M. tuberculosis	PPV	0.500770416024653	NoLeakage
NPTransfer bl.	M. tuberculosis	NPV	0.438118811881188	NoLeakage
NPTransfer bl.	M. tuberculosis	Sensitivity	0.682295311406578	NoLeakage
NPTransfer bl.	M. tuberculosis	Specificity	0.266968325791855	NoLeakage
NPTransfer bl.	M. tuberculosis	Balanced accuracy	0.474631818599217	NoLeakage
NPTransfer bl.	M. tuberculosis	Accuracy	0.482395644283122	NoLeakage
NPTransfer bl.	Orthopoxvirus	AUC	0.635775862068966	NoLeakage
NPTransfer bl.	Orthopoxvirus	F1	0.337209302325581	NoLeakage
NPTransfer bl.	Orthopoxvirus	MCC	0.181122692847289	NoLeakage
NPTransfer bl.	Orthopoxvirus	PPV	0.202797202797203	NoLeakage
NPTransfer bl.	Orthopoxvirus	NPV	1	NoLeakage
NPTransfer bl.	Orthopoxvirus	Sensitivity	1	NoLeakage
NPTransfer bl.	Orthopoxvirus	Specificity	0.161764705882353	NoLeakage
NPTransfer bl.	Orthopoxvirus	Balanced accuracy	0.580882352941177	NoLeakage
NPTransfer bl.	Orthopoxvirus	Accuracy	0.309090909090909	NoLeakage
NPTransfer bl.	P. aeruginosa	AUC	0.789749345304901	NoLeakage
NPTransfer bl.	P. aeruginosa	F1	0.581196581196581	NoLeakage
NPTransfer bl.	P. aeruginosa	MCC	0.350407345771308	NoLeakage
NPTransfer bl.	P. aeruginosa	PPV	0.944444444444444	NoLeakage
NPTransfer bl.	P. aeruginosa	NPV	0.397435897435897	NoLeakage
NPTransfer bl.	P. aeruginosa	Sensitivity	0.419753086419753	NoLeakage
NPTransfer bl.	P. aeruginosa	Specificity	0.939393939393939	NoLeakage
NPTransfer bl.	P. aeruginosa	Balanced accuracy	0.679573512906846	NoLeakage
NPTransfer bl.	P. aeruginosa	Accuracy	0.570175438596491	NoLeakage
NPTransfer bl.	P. falciparum	AUC	0.785573927435581	NoLeakage
NPTransfer bl.	P. falciparum	F1	0.783640081799591	NoLeakage
NPTransfer bl.	P. falciparum	MCC	0.437470370500401	NoLeakage
NPTransfer bl.	P. falciparum	PPV	0.795020746887967	NoLeakage
NPTransfer bl.	P. falciparum	NPV	0.638693145419603	NoLeakage
NPTransfer bl.	P. falciparum	Sensitivity	0.77258064516129	NoLeakage
NPTransfer bl.	P. falciparum	Specificity	0.668678739101274	NoLeakage
NPTransfer bl.	P. falciparum	Balanced accuracy	0.720629692131282	NoLeakage
NPTransfer bl.	P. falciparum	Accuracy	0.733568370687484	NoLeakage
NPTransfer bl.	SARS-Cov-2	AUC	0.497627969553285	NoLeakage
NPTransfer bl.	SARS-Cov-2	F1	0.119402985074627	NoLeakage
NPTransfer bl.	SARS-Cov-2	MCC	0.037037049528598	NoLeakage
NPTransfer bl.	SARS-Cov-2	PPV	0.141843971631206	NoLeakage
NPTransfer bl.	SARS-Cov-2	NPV	0.900939368061486	NoLeakage
NPTransfer bl.	SARS-Cov-2	Sensitivity	0.103092783505155	NoLeakage
NPTransfer bl.	SARS-Cov-2	Specificity	0.92896976812445	NoLeakage
NPTransfer bl.	SARS-Cov-2	Balanced accuracy	0.516031275814802	NoLeakage
NPTransfer bl.	SARS-Cov-2	Accuracy	0.844532279314888	NoLeakage
NPTransfer bl.	S. mansoni	AUC	0.555681174720476	NoLeakage
NPTransfer bl.	S. mansoni	F1	0.22	NoLeakage
NPTransfer bl.	S. mansoni	MCC	0.119521307591149	NoLeakage
NPTransfer bl.	S. mansoni	PPV	0.455172413793104	NoLeakage
NPTransfer bl.	S. mansoni	NPV	0.732646048109966	NoLeakage
NPTransfer bl.	S. mansoni	Sensitivity	0.145054945054945	NoLeakage
NPTransfer bl.	S. mansoni	Specificity	0.931004366812227	NoLeakage
NPTransfer bl.	S. mansoni	Balanced accuracy	0.538029655933586	NoLeakage
NPTransfer bl.	S. mansoni	Accuracy	0.7075	NoLeakage
NPTransfer bl.	T. gondii	AUC	0.602056359482102	NoLeakage
NPTransfer bl.	T. gondii	F1	0.718204488778055	NoLeakage
NPTransfer bl.	T. gondii	MCC	0.107532144776619	NoLeakage
NPTransfer bl.	T. gondii	PPV	0.723618090452261	NoLeakage
NPTransfer bl.	T. gondii	NPV	0.382978723404255	NoLeakage
NPTransfer bl.	T. gondii	Sensitivity	0.712871287128713	NoLeakage
NPTransfer bl.	T. gondii	Specificity	0.395604395604396	NoLeakage
NPTransfer bl.	T. gondii	Balanced accuracy	0.554237841366554	NoLeakage
NPTransfer bl.	T. gondii	Accuracy	0.614334470989761	NoLeakage
